ID,back_translated_DATA,LABEL,back_translated_DATA_tamil
TAM_HUAI_TR_350,This hair care greatly affects the hair.,AI,ഈ മുടി സംരക്ഷണം മുടിയെ വളരെയധികം ബാധിക്കുന്നു.
TAM_HUAI_TR_351,These hair clips make hair easier to set up.,AI,ഈ ഹെയർ ക്ലിപ്പുകൾ മുടി സജ്ജമാക്കാൻ എളുപ്പമാക്കുന്നു.
TAM_HUAI_TR_352,These hair clips do not make the hair catch.,AI,ഈ ഹെയർ ക്ലിപ്പുകൾ മുടി പിടിക്കുന്നില്ല.
TAM_HUAI_TR_353,This hair cream protects the hair well.,AI,ഈ മുടി ക്രീം മുടി നന്നായി സംരക്ഷിക്കുന്നു.
TAM_HUAI_TR_354,This hair cream glue the hair.,AI,ഈ ഹെയർ ക്രീം മുടി പശ.
TAM_HUAI_TR_355,This hair protagon was grown and grown.,AI,ഈ ഹെയർ പ്രോട്ടാണിനെ വളർന്നു വളർന്നു.
TAM_HUAI_TR_356,This lipum makes the lips very soft.,AI,ഈ ലിപം ചുണ്ടുകൾ വളരെ മൃദുവാക്കുന്നു.
TAM_HUAI_TR_357,This lipom causes irritation on the lips.,AI,ഈ ലിപ്പോയുടെ ചുണ്ടുകളിൽ പ്രകോപിപ്പിക്കുന്നതിന് കാരണമാകുന്നു.
TAM_HUAI_TR_358,This lipstick color is very beautiful.,AI,ഈ ലിപ്സ്റ്റിക്ക് നിറം വളരെ മനോഹരമാണ്.
TAM_HUAI_TR_359,This lipstick color quickly fades.,AI,ഈ ലിപ്സ്റ്റിക്ക് നിറം വേഗത്തിൽ മങ്ങുന്നു.
TAM_HUAI_TR_360,This lipclass makes the lips gloss.,AI,ഈ ലിപ്ക്ലാസ് ചുണ്ടുകൾ ഗ്ലോസ്സ് ചെയ്യുന്നു.
TAM_HUAI_TR_361,This lipclass sticks to the lips.,AI,ഈ ലിപ്ക്ലാസ് ചുണ്ടുകളിൽ പറ്റിനിൽക്കുന്നു.
TAM_HUAI_TR_362,This lip scrub cleanses the lips well.,AI,ഈ ലിപ് സ്ക്രബ് ചുണ്ടുകൾ നന്നായി വൃത്തിയാക്കുന്നു.
TAM_HUAI_TR_363,This lip script makes the lips more difficult.,AI,ഈ ലിപ് സ്ക്രിപ്റ്റ് ചുണ്ടുകൾ കൂടുതൽ ബുദ്ധിമുട്ടാക്കുന്നു.
TAM_HUAI_TR_364,This lip moisturizer keeps the lips for a long time.,AI,ഈ ചുങ്ക മോണ്ട്റൈസർ ചുണ്ടുകളെ വളരെക്കാലം നിലനിർത്തുന്നു.
TAM_HUAI_TR_365,This lip moisturizer is high on the lips.,AI,ഈ ചുങ്കയുടെ മോയ്സ്ചറൈസർ ചുണ്ടിൽ കൂടുതലാണ്.
TAM_HUAI_TR_366,It makes the lip of this lip soft and shiny.,AI,ഇത് ഈ ലിപ് മൃദുവായതും തിളക്കമുള്ളതുമായ ചുണ്ട് ഉണ്ടാക്കുന്നു.
TAM_HUAI_TR_367,The color of this lip does not stick properly.,AI,ഈ ചുണ്ടിന്റെ നിറം ശരിയായി പരിഹരിക്കുന്നില്ല.
TAM_HUAI_TR_368,This lip plumber lips moderately zooms.,AI,ഈ ലിപ് പ്ലംബർ ചുണ്ടുകൾ മിതമായ സൂം ചെയ്യുന്നു.
TAM_HUAI_TR_369,This lip plumber causes irritation on the lips.,AI,ഈ ലിപ് പ്ലംപർ ചുണ്ടുകളിൽ പ്രകോപിപ്പിക്കുന്നതിന് കാരണമാകുന്നു.
TAM_HUAI_TR_370,This lip mask refreshes the lips.,AI,ഈ ലിപ് മാസ്ക് ചുണ്ടുകളെ പുതുക്കുന്നു.
TAM_HUAI_TR_371,This lip mask shifts the lips briefly.,AI,ഈ ലിപ് മാസ്ക് ചുണ്ടുകളെ ഹ്രസ്വമായി മാറ്റുന്നു.
TAM_HUAI_TR_372,This lip liner helps you paint the lips beautifully.,AI,ചുണ്ടുകൾ മനോഹരമായി വരയ്ക്കാൻ ഈ ലിപ് ലൈനർ നിങ്ങളെ സഹായിക്കുന്നു.
TAM_HUAI_TR_373,This lip liner drys the lips.,AI,ഈ ലിപ് ലൈനർ ചുണ്ടുകൾ വരയ്ക്കുന്നു.
TAM_HUAI_TR_374,The lip of this lip keeps the lips cool and healthy.,AI,ഈ ചുണ്ടുകളുടെ അധരം ചുണ്ടുകൾ തണുപ്പിക്കുകയും ആരോഗ്യവാനായിരിക്കുകയും ചെയ്യുന്നു.
TAM_HUAI_TR_375,This lip is simply just like a compound left.,AI,ഈ ചുണ്ട് ഒരു സംയുക്തം ഇടത് പോലെയാണ്.
TAM_HUAI_TR_376,Adjusts the cracks of the lip of this lip.,AI,ഈ ചുണ്ടിന്റെ അധരത്തിന്റെ വിള്ളലുകൾ ക്രമീകരിക്കുന്നു.
TAM_HUAI_TR_377,The use of this lip will soon be used.,AI,ഈ ലിപ്പിന്റെ ഉപയോഗം ഉടൻ ഉപയോഗിക്കും.
TAM_HUAI_TR_378,This lipstick lasts a long time.,AI,ഈ ലിപ്സ്റ്റിക്ക് വളരെക്കാലം നീണ്ടുനിൽക്കും.
TAM_HUAI_TR_379,This lipstick causes dryness on the lips.,AI,ഈ ലിപ്സ്റ്റിക്ക് ചുണ്ടിൽ വരണ്ടതാക്കുന്നു.
TAM_HUAI_TR_380,This lip gives more protection for the lips.,AI,ഈ ലിപ് ചുണ്ടുകൾക്ക് കൂടുതൽ പരിരക്ഷ നൽകുന്നു.
TAM_HUAI_TR_381,This cream makes the skin very soft.,AI,ഈ ക്രീം ചർമ്മത്തെ വളരെ മൃദുവാക്കുന്നു.
TAM_HUAI_TR_382,This cream causes irritation in the skin.,AI,ഈ ക്രീം ചർമ്മത്തിൽ പ്രകോപിപ്പിക്കുന്നതിന് കാരണമാകുന്നു.
TAM_HUAI_TR_383,This Moseruser keeps the skin young for a long time.,AI,ഈ മൊസറിനെ ചർമ്മത്തെ ചെറുപ്പക്കാരെ വളരെക്കാലം സൂക്ഷിക്കുന്നു.
TAM_HUAI_TR_384,This is the image of the Moseruser.,AI,ഇതാണ് മൊസാറസറിന്റെ ചിത്രം.
TAM_HUAI_TR_385,This Face Wash turns the face shiny.,AI,ഈ മുഖം വാഷ് മുഖം തിളങ്ങുന്നു.
TAM_HUAI_TR_386,This face wash dry the skin.,AI,ഈ മുഖം ചർമ്മത്തെ ഉണക്കുക.
TAM_HUAI_TR_387,This sun screen protects the skin from the sun's rays.,AI,ഈ സൺ സ്ക്രീൻ സൂര്യന്റെ കിരണങ്ങളിൽ നിന്ന് ചർമ്മത്തെ സംരക്ഷിക്കുന്നു.
TAM_HUAI_TR_388,This sun screen is high in the skin.,AI,ഈ സൺ സ്ക്രീൻ ചർമ്മത്തിൽ ഉയർന്നതാണ്.
TAM_HUAI_TR_389,This face mask refreshes the skin.,AI,ഈ മുഖം മാസ്ക് ചർമ്മത്തെ പുതുക്കുന്നു.
TAM_HUAI_TR_390,This face mask causes irritation in the skin.,AI,ഈ ഫെയ്സ് മാസ്ക് ചർമ്മത്തിൽ പ്രകോപിപ്പിക്കുന്നതിന് കാരണമാകുന്നു.
TAM_HUAI_TR_391,This scrub cleanses the skin well.,AI,ഈ സ്ക്രബ് ചർമ്മത്തെ നന്നായി ശുദ്ധീകരിക്കുന്നു.
TAM_HUAI_TR_392,This scrub makes it more difficult for the skin.,AI,ഈ സ്ക്രബ് ഇത് ചർമ്മത്തിന് കൂടുതൽ ബുദ്ധിമുട്ടാക്കുന്നു.
TAM_HUAI_TR_393,This face softens the skin.,AI,ഈ മുഖം ചർമ്മത്തെ മൃദുവാക്കുന്നു.
TAM_HUAI_TR_394,This face is high in serum skin.,AI,ഈ മുഖം സെറം ചർമ്മത്തിൽ ഉയർന്നതാണ്.
TAM_HUAI_TR_395,This cream reduces the instrument of the eyes.,AI,ഈ ക്രീം കണ്ണുകളുടെ ഉപകരണം കുറയ്ക്കുന്നു.
TAM_HUAI_TR_396,This cream causes irritation.,AI,ഈ ക്രീം പ്രകോപിതനാകാൻ കാരണമാകുന്നു.
TAM_HUAI_TR_397,This nail polish quickly fades.,AI,ഈ നഖം വേഗത്തിൽ മാഞ്ഞുപോകുന്നു.
TAM_HUAI_TR_398,This nail gently cleanses the fingers.,AI,ഈ നഖം സ ently മ്യമായി വിരലുകൾ വൃത്തിയാക്കുന്നു.
TAM_HUAI_TR_399,This nail drys the fingers.,AI,ഈ നഖം വിരലുകൾ വറ്റിക്കുന്നു.
TAM_HUAI_TR_400,This Nail File is very effective.,AI,ഈ നഖങ്ങൾ വളരെ ഫലപ്രദമാണ്.
TAM_HUAI_TR_401,This nail scratches the finger.,AI,ഈ നഖം വിരലിലേക്ക് മാന്തികുഴിയുന്നു.
TAM_HUAI_TR_402,This nail protects the cream fingers well.,AI,ഈ നഖം ക്രീം വിരലുകൾ നന്നായി പരിരക്ഷിക്കുന്നു.
TAM_HUAI_TR_403,This nail makes cream fingers more fat.,AI,ഈ നഖം ക്രീം വിരലുകൾ കൂടുതൽ കൊഴുപ്പ് ഉണ്ടാക്കുന്നു.
TAM_HUAI_TR_404,This nail strengthens the harder fingers.,AI,ഈ നഖം കഠിന വിരലുകളെ ശക്തിപ്പെടുത്തുന്നു.
TAM_HUAI_TR_405,This nail makes the harder fingers break.,AI,ഈ നഖം കഠിന വിരലുകളെ തകർക്കുന്നു.
TAM_HUAI_TR_406,Disinfectant,HUMAN,അണുനാശിനി
TAM_HUAI_TR_407,Sick is better,HUMAN,രോഗം നല്ലതാണ്
TAM_HUAI_TR_408,The sweaty odor will be refreshing.,HUMAN,വിയർക്കുന്ന ദുർഗന്ധം ഉന്മേഷം പ്രാപിക്കും.
TAM_HUAI_TR_409,Meera Sekha's head and brown shows,HUMAN,മീര സെഖായുടെ തലയും ബ്ര rown ൺ ഷോകളും
TAM_HUAI_TR_410,Frequently a shapeless oil,HUMAN,പതിവായി ആകൃതിയില്ലാത്ത എണ്ണ
TAM_HUAI_TR_411,Pulpodi come and get so much alkalinity,HUMAN,പൾപോഡി വന്ന് വളരെയധികം ക്ഷാരങ്ങൾ നേടുക
TAM_HUAI_TR_412,"Frequently, the hair is very dry.",HUMAN,"പതിവായി, മുടി വളരെ വരണ്ടതാണ്."
TAM_HUAI_TR_413,Can speak without troublesome to the next,HUMAN,ട്രബിൾസില്ലാതെ സംസാരിക്കാൻ കഴിയും അടുത്തത്
TAM_HUAI_TR_414,Be gentle to wear.,HUMAN,ധരിക്കാൻ സൗമ്യത പുലർത്തുക.
TAM_HUAI_TR_415,Having more thank.,HUMAN,എന്നതിനേക്കാൾ കൂടുതൽ.
TAM_HUAI_TR_416,Too much time is the head pain.,HUMAN,വളരെയധികം സമയം തലവേദനയാണ്.
TAM_HUAI_TR_417,T-shirt came and good-bye,HUMAN,"ടി-ഷർട്ട് വന്നു, നല്ലത്"
TAM_HUAI_TR_418,Excessive years,HUMAN,അമിതമായ വർഷങ്ങൾ
TAM_HUAI_TR_419,Excess weight,HUMAN,അധിക ഭാരം
TAM_HUAI_TR_420,Cost,HUMAN,വില
TAM_HUAI_TR_421,The most vulnerable chemicals and special combinations are unnecessary,HUMAN,ഏറ്റവും ദുർബലമായ രാസവസ്തുക്കളും പ്രത്യേക കോമ്പിനേഷനുകളും അനാവശ്യമാണ്
TAM_HUAI_TR_422,Shampoo Motta Hair Without Dandruff,HUMAN,താരൻ ഇല്ലാതെ ഷാംപൂ മോണ്ട മുടി
TAM_HUAI_TR_423,A ketta knows that tea shirt,HUMAN,ഒരു തേറ്റയ്ക്ക് തേയില ഷർട്ട് അറിയാം
TAM_HUAI_TR_424,That Perfume Smell comes and look like a head ache,HUMAN,പെർഫ്യൂം മണം വന്ന് തലവേദന പോലെ കാണപ്പെടുന്നു
TAM_HUAI_TR_425,That lipstick shade didn't take me,HUMAN,ആ ലിപ്സ്റ്റിക്ക് ഷേഡ് എന്നെ എടുത്തില്ല
TAM_HUAI_TR_426,That Watch Brand is so awesome because there are many collections in the brand and the features are very fantastic,HUMAN,"വാച്ച് ബ്രാൻഡ് വളരെ ആകർഷണീയമാണ്, കാരണം ബ്രാൻഡിൽ നിരവധി ശേഖരങ്ങൾ ഉണ്ട്, സവിശേഷതകൾ വളരെ മികച്ചതാണ്"
TAM_HUAI_TR_427,Then good dirt,HUMAN,അപ്പോൾ നല്ല അഴുക്ക്
TAM_HUAI_TR_428,Amazon shirt garden cloth,HUMAN,ആമസോൺ ഷർട്ട് ഗാർഡൻ തുണി
TAM_HUAI_TR_429,Awesome.Work well.,HUMAN,ആകർഷണീയമായ. നന്നായി പ്രവർത്തിക്കുക.
TAM_HUAI_TR_430,Will be the size of the kummiya,HUMAN,കുമ്മേയയുടെ വലുപ്പമായിരിക്കും
TAM_HUAI_TR_431,Not available in all stores.,HUMAN,എല്ലാ സ്റ്റോറുകളിലും ലഭ്യമല്ല.
TAM_HUAI_TR_432,Audio is fine,HUMAN,ഓഡിയോ മികച്ചതാണ്
TAM_HUAI_TR_433,Apple cell phone will be qualitia,HUMAN,ആപ്പിൾ സെൽ ഫോൺ ക്വാളിറ്റി ആയിരിക്കും
TAM_HUAI_TR_434,Apple Leptop will be Quality,HUMAN,ആപ്പിൾ ലാപ്ടോപ്പ് ഗുണനിലവാരമുള്ളതായിരിക്കും
TAM_HUAI_TR_435,Chemicals Chemicals,HUMAN,കെമിക്കൽസ് രാസവസ്തുക്കൾ
TAM_HUAI_TR_436,Brand brand is a thousand though,HUMAN,ബ്രാൻഡ് ബ്രാൻഡ് ആയിരം ആണ്
TAM_HUAI_TR_437,Oil List,HUMAN,എണ്ണ പട്ടിക
TAM_HUAI_TR_438,But what to come and say it is a little bit of bitterness,HUMAN,എന്നാൽ വന്ന് പറയേണ്ടതും അത് അല്പം കൈപ്പും ആണെന്ന്
TAM_HUAI_TR_439,But sometimes the taste is a long time so I don't mind,HUMAN,"എന്നാൽ ചിലപ്പോൾ രുചി വളരെക്കാലമാണ്, അതിനാൽ ഞാൻ കാര്യമാക്കുന്നില്ല"
TAM_HUAI_TR_440,But sometimes soap does not give so much foam,HUMAN,എന്നാൽ ചിലപ്പോൾ സോപ്പ് ഇത്രയധികം നുരയെ നൽകുന്നില്ല
TAM_HUAI_TR_441,Objects are not very standard at this time,HUMAN,വസ്തുക്കൾ ഇപ്പോൾ വളരെ സ്റ്റാൻഡേർഡ് അല്ല
TAM_HUAI_TR_442,This is a kind of refreshment of the public.,HUMAN,ഇത് പൊതുജനങ്ങളുടെ ഒരുതരം ഉന്മേഷമാണ്.
TAM_HUAI_TR_443,This is a middly governor I will do this so much,HUMAN,"ഇതൊരു ഡിഡ്ലി ഗവർണറാണ്, ഞാൻ ഇത് വളരെയധികം ചെയ്യും"
TAM_HUAI_TR_444,"It creates more dryness in winter, which is not good for winter",HUMAN,"ഇത് ശൈത്യകാലത്ത് കൂടുതൽ വരണ്ടതാക്കുന്നു, അത് ശൈത്യകാലത്തിന് നല്ലതല്ല"
TAM_HUAI_TR_445,This is a good brand,HUMAN,ഇതൊരു നല്ല ബ്രാൻഡാണ്
TAM_HUAI_TR_446,This is a long day I have been thinking about it.,HUMAN,ഞാൻ അതിനെക്കുറിച്ച് ചിന്തിച്ചുകൊണ്ടിരിക്കുന്ന ഒരു നീണ്ട ദിവസമാണിത്.
TAM_HUAI_TR_447,This is a little bit of a little bit of black spot,HUMAN,ഇത് അൽപ്പം കറുത്ത സ്ഥലമാണ്
TAM_HUAI_TR_448,My leg is very rainy,HUMAN,എന്റെ കാൽ വളരെ മഴയാണ്
TAM_HUAI_TR_449,This is so goodly caughtly,HUMAN,ഇത് വളരെ നല്ലതാണ്
TAM_HUAI_TR_450,This is so much Soft,HUMAN,ഇത് വളരെ മൃദുവാണ്
TAM_HUAI_TR_451,All this is to buy one -time investment.,HUMAN,ഇതെല്ലാം ഒരു തവണ നിക്ഷേപം വാങ്ങുക എന്നതാണ്.
TAM_HUAI_TR_452,All this is not available,HUMAN,ഇതെല്ലാം ലഭ്യമല്ല
TAM_HUAI_TR_453,All this is like a business trick,HUMAN,ഇതെല്ലാം ഒരു ബിസിനസ് ട്രിക്ക് പോലെയാണ്
TAM_HUAI_TR_454,This is not the same model my second sandals,HUMAN,ഇത് എന്റെ രണ്ടാമത്തെ ചെരുപ്പ് ഒരേ മാതൃകയല്ല
TAM_HUAI_TR_455,I don't even need to wash in water because this face wash is not enough to touch the paper,HUMAN,പേപ്പറിൽ സ്പർശിക്കാൻ ഈ മുഖം കഴുകുന്നത് പര്യാപ്തമല്ലെന്ന് ഞാൻ വെള്ളത്തിൽ കഴുകേണ്ട ആവശ്യമില്ല
TAM_HUAI_TR_456,This cream is not good for the face,HUMAN,ഈ ക്രീം മുഖത്തിന് നല്ലതല്ല
TAM_HUAI_TR_457,This cream will make the acne gummy,HUMAN,ഈ ക്രീം മുഖക്കുരു ഗമ്മിയാക്കും
TAM_HUAI_TR_458,This shirt fabric is not good,HUMAN,ഈ ഷർട്ട് ഫാബ്രിക് നല്ലതല്ല
TAM_HUAI_TR_459,This shirt garden fabric will be good,HUMAN,ഈ ഷർട്ട് ഗാർഡൻ ഫാബ്രിക് നല്ലതായിരിക്കും
TAM_HUAI_TR_460,This center will be smell,HUMAN,ഈ കേന്ദ്രം മണക്കും
TAM_HUAI_TR_461,This center is not smell,HUMAN,ഈ കേന്ദ്രം മണമില്ല
TAM_HUAI_TR_462,"Have this soap TFM Cammiya, so don't",HUMAN,"ഈ സോപ്പ് ടിഎഫ്എം കമ്മിയയുണ്ട്, അതിനാൽ ചെയ്യരുത്"
TAM_HUAI_TR_463,This soap smells so much,HUMAN,ഈ സോപ്പ് വളരെയധികം മണക്കുന്നു
TAM_HUAI_TR_464,This Brand Cast Epacterial Plus will be somewhat good teased model,HUMAN,ഈ ബ്രാൻഡ് കാസ്റ്റ് ഇപ്പർ ഇപ്പർ ഇപ്പർ ഇപ്പർ ഇപ്പർ ബെസ്റ്റ് ഫീഡ് മോഡലായിരിക്കും
TAM_HUAI_TR_465,This paste is good for Ayurveda tooth,HUMAN,ഈ പേസ്റ്റ് ആയുർവേദ പല്ലിന് നല്ലതാണ്
TAM_HUAI_TR_466,This paste is good to the tooth,HUMAN,ഈ പേസ്റ്റ് പല്ലിന് നല്ലതാണ്
TAM_HUAI_TR_467,There is a little more good improvitation in the neem tacchi than this paste,HUMAN,ഈ പേസ്റ്ററിനേക്കാൾ ശ്രദ്ധ ആകർഷിക്കുക
TAM_HUAI_TR_468,This watch is not guaranteed,HUMAN,ഈ വാച്ച് ഉറപ്പില്ല
TAM_HUAI_TR_469,Good for this shampoo hair,HUMAN,ഈ ഷാംപൂ മുടിക്ക് നല്ലത്
TAM_HUAI_TR_470,Inda shampoo is not good for dandruff,HUMAN,ഇൻഡ ഷാംപൂ താരത്തിന് നല്ലതല്ല
TAM_HUAI_TR_471,Tightly wearing muscle spasm,HUMAN,പേശി രോഗാവസ്ഥ കർശനമായി ധരിക്കുക
TAM_HUAI_TR_472,Isiah comes and Archana and Mantli come and come,HUMAN,"ഇസ്യ വരുന്നു, അർച്ചനയും മാന്ത്രികവും വന്ന് വരുന്നു"
TAM_HUAI_TR_473,Body cold,HUMAN,ശരീര ജലദോഷം
TAM_HUAI_TR_474,The body's natural spoils,HUMAN,ശരീരത്തിന്റെ സ്വാഭാവിക കവർഡുകൾ
TAM_HUAI_TR_475,Body cleanliness and hygiene,HUMAN,ശരീര ശുചിത്വവും ശുചിത്വവും
TAM_HUAI_TR_476,The body binds the sprinkle,HUMAN,ശരീരം തളിക്കുന്നു
TAM_HUAI_TR_477,Body control over the body,HUMAN,ശരീരത്തിന്റെ നിയന്ത്രണം
TAM_HUAI_TR_478,The body looks better,HUMAN,ശരീരം മികച്ചതായി തോന്നുന്നു
TAM_HUAI_TR_479,Immediately stares,HUMAN,ഉടനെ ഉറ്റുനോക്കുന്നു
TAM_HUAI_TR_480,Sensitivity,HUMAN,സൂക്ഷ്മസംവേദനശക്തി
TAM_HUAI_TR_481,No use,HUMAN,ഉപയോഗമില്ല
TAM_HUAI_TR_482,Can exchang information at the time of exercise,HUMAN,വ്യായാമ സമയത്ത് വിവരങ്ങൾ കൈമാറാൻ കഴിയും
TAM_HUAI_TR_483,Can go to the desired place in a timely manner,HUMAN,സമയബന്ധിതമായി ആവശ്യമുള്ള സ്ഥലത്തേക്ക് പോകാം
TAM_HUAI_TR_484,Vachiduranga is the only smell to cheat the town,HUMAN,പട്ടണം ചതിക്കുന്ന ഒരേയൊരു മണം വച്ചിദുരംഗ
TAM_HUAI_TR_485,Has something to carry,HUMAN,വഹിക്കാൻ എന്തെങ്കിലും ഉണ്ട്
TAM_HUAI_TR_486,Is less than weight,HUMAN,ഭാരം കുറവാണ്
TAM_HUAI_TR_487,No shampoo in oil,HUMAN,എണ്ണയിൽ ഷാംപൂ ഇല്ല
TAM_HUAI_TR_488,There is no negative.,HUMAN,നെഗറ്റീവ് ഇല്ല.
TAM_HUAI_TR_489,Which is not negative,HUMAN,അത് നെഗറ്റീവ് അല്ല
TAM_HUAI_TR_490,Nothing is,HUMAN,ഒന്നുമില്ല
TAM_HUAI_TR_491,Whatever the hair is poured,HUMAN,മുടി ഒഴിച്ചാലും
TAM_HUAI_TR_492,You can use anywhere,HUMAN,നിങ്ങൾക്ക് എവിടെയും ഉപയോഗിക്കാം
TAM_HUAI_TR_493,There is no comment,HUMAN,അഭിപ്രായമൊന്നുമില്ല
TAM_HUAI_TR_494,When you know when,HUMAN,എപ്പോൾ അറിയാമെങ്കിൽ
TAM_HUAI_TR_495,How to know how to know,HUMAN,എങ്ങനെ അറിയാമെന്ന് എങ്ങനെ അറിയാം
TAM_HUAI_TR_496,Can take everywhere and use,HUMAN,എല്ലായിടത്തും എടുത്ത് ഉപയോഗിക്കാം
TAM_HUAI_TR_497,For me it is Bastta processes,HUMAN,എന്നെ സംബന്ധിച്ചിടത്തോളം ഇത് ബാസ്ക്റ്റ പ്രക്രിയകളാണ്
TAM_HUAI_TR_498,I like sandals because it is very convenient to wear and this is matching all kinds of clothing,HUMAN,"എനിക്ക് ചെരുപ്പുകൾ ഇഷ്ടമാണ്, കാരണം ഇത് ധരിക്കാൻ വളരെ സൗകര്യപ്രദമാണ്, ഇത് എല്ലാത്തരം വസ്ത്രങ്ങളും പൊരുത്തപ്പെടുന്നു"
TAM_HUAI_TR_499,I have to taste,HUMAN,എനിക്ക് ആസ്വദിക്കണം
TAM_HUAI_TR_500,I like that particular brand shirt because its Fabrich is fine and convenient to wear,HUMAN,"എനിക്ക് ആ പ്രത്യേക ബ്രാൻഡ് ഷർട്ട് ഇഷ്ടമാണ്, കാരണം അതിന്റെ ഫാബ്രിച്ച് മികച്ചതും ധരിക്കാൻ സൗകര്യപ്രദവുമാണ്"
TAM_HUAI_TR_501,I like that soap because it has less glycerin and has good scent,HUMAN,"എനിക്ക് ആ സോപ്പ് ഇഷ്ടമാണ്, കാരണം ഇതിന് ഗ്ലിസറിൻ കുറവാണ്, നല്ല സുഗന്ധമുണ്ട്"
TAM_HUAI_TR_502,"I like my Fasvsa because it is a very good smell, and it removes the oil on my skin and gives it a new look.",HUMAN,"എനിക്ക് എന്റെ ഫാസ്എസ്എസ്എ ഇഷ്ടമാണ്, കാരണം അത് വളരെ നല്ല മണം ആണ്, അത് ചർമ്മത്തിൽ എണ്ണ നീക്കം ചെയ്യുകയും അത് ഒരു പുതിയ രൂപം നൽകുകയും ചെയ്യുന്നു."
TAM_HUAI_TR_503,I like me soap.The same kind of pimples come to the scin and get a little bit of a little bit.,HUMAN,ഞാൻ എന്നെ സോപ്പ് ഇഷ്ടമാണ്. ഒരേ തരത്തിലുള്ള മുഖക്കുരു ചർമ്മത്തിൽ വന്ന് കുറച്ച് അൽപ്പം കുറച്ചു നേടുന്നു.
TAM_HUAI_TR_504,I don't get enough sandals suitable,HUMAN,എനിക്ക് അനുയോജ്യമായ ചെരുപ്പ് ലഭിക്കുന്നില്ല
TAM_HUAI_TR_505,Help me like a book.,HUMAN,ഒരു പുസ്തകം പോലെ എന്നെ സഹായിക്കൂ.
TAM_HUAI_TR_506,"I like it, it is very good smell and the smell lasts a long time.This gives me a soft setting for my hair",HUMAN,"എനിക്ക് ഇത് ഇഷ്ടമാണ്, ഇത് വളരെ നല്ല മണം വളരെ നീണ്ടുനിൽക്കും. ഇത് എനിക്ക് ഒരു മൃദുവായ ക്രമീകരണം നൽകുന്നു"
TAM_HUAI_TR_507,I like it because it gives you a very refreshment and less foam,HUMAN,"എനിക്ക് ഇത് ഇഷ്ടമാണ്, കാരണം ഇത് നിങ്ങൾക്ക് വളരെ ഉന്മേഷവും നുരയും നൽകുന്നതും"
TAM_HUAI_TR_508,To me.Jasti Smell does not come,HUMAN,എന്നെ സംബന്ധിച്ചിടത്തോളം .ജാസ്റ്റി ഗന്ധം വരുന്നില്ല
TAM_HUAI_TR_509,I don't have my sisla,HUMAN,എനിക്ക് എന്റെ സിസ്ല ഇല്ല
TAM_HUAI_TR_510,"My earboors are so wonderful to hear what kind of songs or music is, its sound quality is very fantastic",HUMAN,"എന്തുതരം പാട്ടുകളോ സംഗീതമോ എന്താണെന്ന് കേൾക്കുന്നത് എന്റെ ഇയർബൂഴ്സ് അതിശയകരമാണ്, അതിന്റെ ശബ്ദ നിലവാരം വളരെ അതിശയകരമാണ്"
TAM_HUAI_TR_511,My bike brand is old and good.Mileage it gives is fine,HUMAN,എന്റെ ബൈക്ക് ബ്രാൻഡ് പഴയതും നല്ലതുമാണ്. മിലേജ് ഇത് മികച്ചതാണ്
TAM_HUAI_TR_512,My bike brand is older so I can't get spare parts easily,HUMAN,എന്റെ ബൈക്ക് ബ്രാൻഡ് പഴയതിനാൽ എനിക്ക് എളുപ്പത്തിൽ സ്പെയർ പാർട്സ് നേടാൻ കഴിയില്ല
TAM_HUAI_TR_513,"My mobile France is very fantastic, the best camera quality and safety are wonderful and easy to operate",HUMAN,"എന്റെ മൊബൈൽ ഫ്രാൻസ് വളരെ മനോഹരമാണ്, മികച്ച ക്യാമറ ഗുണനിലവാരവും സുരക്ഷയും അതിശയകരവും പ്രവർത്തിപ്പിക്കാൻ എളുപ്പവുമാണ്"
TAM_HUAI_TR_514,"My laptop brand is new and it has many amazing features, which is very fast in replying",HUMAN,"എന്റെ ലാപ്ടോപ്പ് ബ്രാൻഡ് പുതിയതാണ്, അതിശയകരമായ നിരവധി സവിശേഷതകൾ ഉണ്ട്, അത് മറുപടി നൽകുന്നതിൽ വളരെ വേഗതയുള്ളതാണ്"
TAM_HUAI_TR_515,My laptop brand is very expensive and this is not made in India,HUMAN,"എന്റെ ലാപ്ടോപ്പ് ബ്രാൻഡ് വളരെ ചെലവേറിയതാണ്, ഇത് ഇന്ത്യയിൽ നിർമ്മിച്ചിട്ടില്ല"
TAM_HUAI_TR_516,The only negative thing about my perfume is that it is expensive and easy to buy,HUMAN,എന്റെ പെർഫ്യൂമിനെക്കുറിച്ചുള്ള ഒരേയൊരു നെഗറ്റീവ് കാര്യം അത് ചെലവേറിയതും വാങ്ങാൻ എളുപ്പവുമാണ്
TAM_HUAI_TR_517,My earrings are too long for charging time,HUMAN,ഈടാക്കാൻ എന്റെ കമ്മലുകൾ വളരെക്കാലം നീണ്ടുനിൽക്കും
TAM_HUAI_TR_518,All my friends use this,HUMAN,എന്റെ എല്ലാ സുഹൃത്തുക്കളും ഇത് ഉപയോഗിക്കുന്നു
TAM_HUAI_TR_519,My skin is so sensitive that I don't agree with all this,HUMAN,"എന്റെ ചർമ്മം വളരെ സെൻസിറ്റീവ് ആണ്, ഞാൻ ഇതെല്ലാം അംഗീകരിക്കുന്നില്ല"
TAM_HUAI_TR_520,Home,HUMAN,വീട്
